dataset,filename,date,year,month,data_var,units,domain_mean,domain_min,domain_max
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2008-2008__m01__NH0_90__grid_1p0.grib,2008-01,2008,1,t2m,K,281.52942314336303,227.68470764160156,305.3487548828125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2008-2008__m02__NH0_90__grid_1p0.grib,2008-02,2008,2,t2m,K,282.30937473522675,230.46603393554688,306.8586120605469
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2008-2008__m03__NH0_90__grid_1p0.grib,2008-03,2008,3,t2m,K,284.9680382456856,233.84085083007812,306.4873352050781
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2008-2008__m04__NH0_90__grid_1p0.grib,2008-04,2008,4,t2m,K,287.6746250533173,241.75442504882812,308.2173156738281
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2008-2008__m05__NH0_90__grid_1p0.grib,2008-05,2008,5,t2m,K,290.7306458628574,250.66246032714844,309.9730224609375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2008-2008__m06__NH0_90__grid_1p0.grib,2008-06,2008,6,t2m,K,293.24000916718404,258.715087890625,314.400634765625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2008-2008__m07__NH0_90__grid_1p0.grib,2008-07,2008,7,t2m,K,294.58730715318256,260.71240234375,313.83154296875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2008-2008__m08__NH0_90__grid_1p0.grib,2008-08,2008,8,t2m,K,294.462160995927,258.716552734375,313.564208984375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2008-2008__m09__NH0_90__grid_1p0.grib,2008-09,2008,9,t2m,K,292.6212544456652,252.25880432128906,310.1787109375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2008-2008__m10__NH0_90__grid_1p0.grib,2008-10,2008,10,t2m,K,289.7339343213111,238.0839080810547,306.45111083984375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2008-2008__m11__NH0_90__grid_1p0.grib,2008-11,2008,11,t2m,K,286.15721675427073,234.7642059326172,304.14898681640625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2008-2008__m12__NH0_90__grid_1p0.grib,2008-12,2008,12,t2m,K,283.16126548456697,227.8553466796875,305.5994873046875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2009-2009__m01__NH0_90__grid_1p0.grib,2009-01,2009,1,t2m,K,282.10633968000906,228.7684783935547,305.36224365234375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2009-2009__m02__NH0_90__grid_1p0.grib,2009-02,2009,2,t2m,K,282.59068036614445,229.78631591796875,306.79412841796875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2009-2009__m03__NH0_90__grid_1p0.grib,2009-03,2009,3,t2m,K,284.4927899828094,230.6037139892578,307.06854248046875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2009-2009__m04__NH0_90__grid_1p0.grib,2009-04,2009,4,t2m,K,287.7090373646924,238.33612060546875,308.56658935546875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2009-2009__m05__NH0_90__grid_1p0.grib,2009-05,2009,5,t2m,K,290.6646887295214,250.84414672851562,310.9574279785156
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2009-2009__m06__NH0_90__grid_1p0.grib,2009-06,2009,6,t2m,K,293.31775310340225,256.36669921875,311.52880859375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2009-2009__m07__NH0_90__grid_1p0.grib,2009-07,2009,7,t2m,K,294.6761053797963,261.851806640625,313.291259765625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2009-2009__m08__NH0_90__grid_1p0.grib,2009-08,2009,8,t2m,K,294.55384828098346,255.90574645996094,313.71826171875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2009-2009__m09__NH0_90__grid_1p0.grib,2009-09,2009,9,t2m,K,292.9343186367593,245.65301513671875,309.47332763671875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2009-2009__m10__NH0_90__grid_1p0.grib,2009-10,2009,10,t2m,K,289.75889869794514,238.56150817871094,306.7978515625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2009-2009__m11__NH0_90__grid_1p0.grib,2009-11,2009,11,t2m,K,286.04926118257765,233.3053436279297,305.38934326171875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2009-2009__m12__NH0_90__grid_1p0.grib,2009-12,2009,12,t2m,K,283.1643937180136,228.84193420410156,304.1075439453125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2010-2010__m01__NH0_90__grid_1p0.grib,2010-01,2010,1,t2m,K,282.1310843607121,228.35743713378906,304.98046875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2010-2010__m02__NH0_90__grid_1p0.grib,2010-02,2010,2,t2m,K,282.7992844250736,230.81834411621094,306.787109375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2010-2010__m03__NH0_90__grid_1p0.grib,2010-03,2010,3,t2m,K,285.020646558837,232.1790313720703,307.30401611328125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2010-2010__m04__NH0_90__grid_1p0.grib,2010-04,2010,4,t2m,K,288.1566910902207,240.07550048828125,309.89190673828125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2010-2010__m05__NH0_90__grid_1p0.grib,2010-05,2010,5,t2m,K,291.1022162728694,255.3382568359375,311.0257568359375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2010-2010__m06__NH0_90__grid_1p0.grib,2010-06,2010,6,t2m,K,293.52851213997434,259.907958984375,311.689208984375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2010-2010__m07__NH0_90__grid_1p0.grib,2010-07,2010,7,t2m,K,294.85110357202797,260.489013671875,313.524169921875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2010-2010__m08__NH0_90__grid_1p0.grib,2010-08,2010,8,t2m,K,294.73808262581207,260.358154296875,313.682373046875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2010-2010__m09__NH0_90__grid_1p0.grib,2010-09,2010,9,t2m,K,292.79467719761686,252.31964111328125,309.36065673828125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2010-2010__m10__NH0_90__grid_1p0.grib,2010-10,2010,10,t2m,K,289.82533337630105,241.6951904296875,307.8221435546875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2010-2010__m11__NH0_90__grid_1p0.grib,2010-11,2010,11,t2m,K,286.3305160956744,238.05673217773438,306.0176696777344
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2010-2010__m12__NH0_90__grid_1p0.grib,2010-12,2010,12,t2m,K,283.0475830255303,232.29193115234375,305.42083740234375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2011-2011__m01__NH0_90__grid_1p0.grib,2011-01,2011,1,t2m,K,281.8289495102026,226.32139587402344,306.1065673828125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2011-2011__m02__NH0_90__grid_1p0.grib,2011-02,2011,2,t2m,K,282.38767672819006,230.4739990234375,306.5306396484375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2011-2011__m03__NH0_90__grid_1p0.grib,2011-03,2011,3,t2m,K,284.7187126404382,231.49917602539062,307.1769104003906
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2011-2011__m04__NH0_90__grid_1p0.grib,2011-04,2011,4,t2m,K,287.78828625443515,236.41627502441406,309.076416015625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2011-2011__m05__NH0_90__grid_1p0.grib,2011-05,2011,5,t2m,K,290.7894806157671,248.6275177001953,310.57281494140625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2011-2011__m06__NH0_90__grid_1p0.grib,2011-06,2011,6,t2m,K,293.4086233452218,256.6484375,313.177734375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2011-2011__m07__NH0_90__grid_1p0.grib,2011-07,2011,7,t2m,K,294.72507608310616,261.187255859375,313.148193359375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2011-2011__m08__NH0_90__grid_1p0.grib,2011-08,2011,8,t2m,K,294.57809389843715,257.03369140625,312.06494140625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2011-2011__m09__NH0_90__grid_1p0.grib,2011-09,2011,9,t2m,K,292.80984097970907,249.7740478515625,310.5240478515625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2011-2011__m10__NH0_90__grid_1p0.grib,2011-10,2011,10,t2m,K,289.79120255207357,238.81492614746094,306.85009765625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2011-2011__m11__NH0_90__grid_1p0.grib,2011-11,2011,11,t2m,K,285.8292637194508,235.05123901367188,304.1781921386719
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2011-2011__m12__NH0_90__grid_1p0.grib,2011-12,2011,12,t2m,K,283.2686023772707,226.04563903808594,303.574951171875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2012-2012__m01__NH0_90__grid_1p0.grib,2012-01,2012,1,t2m,K,281.8387628879251,231.85964965820312,304.9241027832031
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2012-2012__m02__NH0_90__grid_1p0.grib,2012-02,2012,2,t2m,K,282.38350886838487,232.78250122070312,306.3625793457031
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2012-2012__m03__NH0_90__grid_1p0.grib,2012-03,2012,3,t2m,K,284.5505381062225,234.20458984375,306.85302734375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2012-2012__m04__NH0_90__grid_1p0.grib,2012-04,2012,4,t2m,K,288.00396147940444,241.42642211914062,308.6998596191406
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2012-2012__m05__NH0_90__grid_1p0.grib,2012-05,2012,5,t2m,K,291.0770259329171,251.2998809814453,310.06353759765625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2012-2012__m06__NH0_90__grid_1p0.grib,2012-06,2012,6,t2m,K,293.61382954710524,260.47998046875,312.01318359375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2012-2012__m07__NH0_90__grid_1p0.grib,2012-07,2012,7,t2m,K,294.860643374458,262.664306640625,313.812744140625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2012-2012__m08__NH0_90__grid_1p0.grib,2012-08,2012,8,t2m,K,294.61632373279105,258.287841796875,312.485107421875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2012-2012__m09__NH0_90__grid_1p0.grib,2012-09,2012,9,t2m,K,292.92782932236275,247.47691345214844,309.2386474609375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2012-2012__m10__NH0_90__grid_1p0.grib,2012-10,2012,10,t2m,K,289.84451602885736,242.60763549804688,307.0959167480469
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2012-2012__m11__NH0_90__grid_1p0.grib,2012-11,2012,11,t2m,K,286.19846441674565,235.222900390625,305.199462890625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2012-2012__m12__NH0_90__grid_1p0.grib,2012-12,2012,12,t2m,K,282.94536943095943,231.26902770996094,303.99560546875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2013-2013__m01__NH0_90__grid_1p0.grib,2013-01,2013,1,t2m,K,282.0491683106285,226.12451171875,304.96630859375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2013-2013__m02__NH0_90__grid_1p0.grib,2013-02,2013,2,t2m,K,282.591783882414,225.4093780517578,306.94647216796875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2013-2013__m03__NH0_90__grid_1p0.grib,2013-03,2013,3,t2m,K,284.73758969349103,236.817626953125,308.216064453125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2013-2013__m04__NH0_90__grid_1p0.grib,2013-04,2013,4,t2m,K,287.68022136112245,240.59788513183594,307.959228515625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2013-2013__m05__NH0_90__grid_1p0.grib,2013-05,2013,5,t2m,K,290.84849724117805,248.3948974609375,310.8558349609375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2013-2013__m06__NH0_90__grid_1p0.grib,2013-06,2013,6,t2m,K,293.4286230704214,256.69580078125,313.19384765625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2013-2013__m07__NH0_90__grid_1p0.grib,2013-07,2013,7,t2m,K,294.6769993060587,260.10107421875,313.58740234375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2013-2013__m08__NH0_90__grid_1p0.grib,2013-08,2013,8,t2m,K,294.5658512221167,256.6787109375,311.7705078125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2013-2013__m09__NH0_90__grid_1p0.grib,2013-09,2013,9,t2m,K,292.7517167974561,250.37045288085938,309.4642028808594
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2013-2013__m10__NH0_90__grid_1p0.grib,2013-10,2013,10,t2m,K,289.70139455945895,241.05650329589844,307.4666748046875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2013-2013__m11__NH0_90__grid_1p0.grib,2013-11,2013,11,t2m,K,286.2328699797396,232.0109100341797,305.21990966796875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2013-2013__m12__NH0_90__grid_1p0.grib,2013-12,2013,12,t2m,K,283.32028072530386,234.5426788330078,304.65399169921875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2014-2014__m01__NH0_90__grid_1p0.grib,2014-01,2014,1,t2m,K,282.1085397103984,225.82211303710938,306.2127380371094
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2014-2014__m02__NH0_90__grid_1p0.grib,2014-02,2014,2,t2m,K,282.48927034494477,231.3929901123047,306.10980224609375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2014-2014__m03__NH0_90__grid_1p0.grib,2014-03,2014,3,t2m,K,284.99864313433926,232.5609893798828,306.29730224609375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2014-2014__m04__NH0_90__grid_1p0.grib,2014-04,2014,4,t2m,K,288.0203882823901,239.5346221923828,308.62835693359375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2014-2014__m05__NH0_90__grid_1p0.grib,2014-05,2014,5,t2m,K,290.9484992000025,248.58522033691406,309.302001953125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2014-2014__m06__NH0_90__grid_1p0.grib,2014-06,2014,6,t2m,K,293.51167610066824,257.7080078125,312.4248046875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2014-2014__m07__NH0_90__grid_1p0.grib,2014-07,2014,7,t2m,K,294.8338753400966,260.82421875,313.96484375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2014-2014__m08__NH0_90__grid_1p0.grib,2014-08,2014,8,t2m,K,294.74924350150314,257.724365234375,312.968505859375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2014-2014__m09__NH0_90__grid_1p0.grib,2014-09,2014,9,t2m,K,292.875941104398,249.54800415039062,310.7823791503906
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2014-2014__m10__NH0_90__grid_1p0.grib,2014-10,2014,10,t2m,K,289.810876849537,240.62559509277344,306.7877197265625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2014-2014__m11__NH0_90__grid_1p0.grib,2014-11,2014,11,t2m,K,286.0079288823625,235.7820587158203,304.95391845703125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2014-2014__m12__NH0_90__grid_1p0.grib,2014-12,2014,12,t2m,K,283.526941693148,227.38478088378906,304.712890625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2015-2015__m01__NH0_90__grid_1p0.grib,2015-01,2015,1,t2m,K,282.3064570748391,230.59674072265625,304.99517822265625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2015-2015__m02__NH0_90__grid_1p0.grib,2015-02,2015,2,t2m,K,282.8938359005626,228.49671936035156,307.1510009765625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2015-2015__m03__NH0_90__grid_1p0.grib,2015-03,2015,3,t2m,K,285.10950350300647,233.4921875,308.078125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2015-2015__m04__NH0_90__grid_1p0.grib,2015-04,2015,4,t2m,K,287.9234693825162,237.2736053466797,308.87127685546875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2015-2015__m05__NH0_90__grid_1p0.grib,2015-05,2015,5,t2m,K,291.0812155971925,247.7646026611328,310.12591552734375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2015-2015__m06__NH0_90__grid_1p0.grib,2015-06,2015,6,t2m,K,293.64881637008347,256.527099609375,311.933349609375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2015-2015__m07__NH0_90__grid_1p0.grib,2015-07,2015,7,t2m,K,294.9049834354307,260.2021484375,313.4306640625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2015-2015__m08__NH0_90__grid_1p0.grib,2015-08,2015,8,t2m,K,294.8580065828491,256.77685546875,313.73388671875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2015-2015__m09__NH0_90__grid_1p0.grib,2015-09,2015,9,t2m,K,293.161545352733,250.4871063232422,310.17071533203125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2015-2015__m10__NH0_90__grid_1p0.grib,2015-10,2015,10,t2m,K,290.17488067531764,242.37796020507812,308.6826477050781
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2015-2015__m11__NH0_90__grid_1p0.grib,2015-11,2015,11,t2m,K,286.4857661021194,236.96595764160156,306.2706298828125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2015-2015__m12__NH0_90__grid_1p0.grib,2015-12,2015,12,t2m,K,283.8690472358396,227.11962890625,304.18994140625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2016-2016__m01__NH0_90__grid_1p0.grib,2016-01,2016,1,t2m,K,282.742012421733,229.77191162109375,305.99456787109375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2016-2016__m02__NH0_90__grid_1p0.grib,2016-02,2016,2,t2m,K,283.6107997976501,230.11264038085938,307.1341247558594
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2016-2016__m03__NH0_90__grid_1p0.grib,2016-03,2016,3,t2m,K,285.64531287605746,233.89498901367188,308.7895202636719
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2016-2016__m04__NH0_90__grid_1p0.grib,2016-04,2016,4,t2m,K,288.43724871244075,240.7405242919922,309.61358642578125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2016-2016__m05__NH0_90__grid_1p0.grib,2016-05,2016,5,t2m,K,291.2557151882217,251.9539031982422,311.26055908203125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2016-2016__m06__NH0_90__grid_1p0.grib,2016-06,2016,6,t2m,K,293.8015938395231,259.3291015625,312.5419921875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2016-2016__m07__NH0_90__grid_1p0.grib,2016-07,2016,7,t2m,K,295.04421476690595,260.718505859375,313.736083984375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2016-2016__m08__NH0_90__grid_1p0.grib,2016-08,2016,8,t2m,K,294.95983501968703,257.631591796875,313.285888671875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2016-2016__m09__NH0_90__grid_1p0.grib,2016-09,2016,9,t2m,K,293.2303714497281,249.2396697998047,310.75335693359375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2016-2016__m10__NH0_90__grid_1p0.grib,2016-10,2016,10,t2m,K,289.9752069202414,246.37860107421875,308.35906982421875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2016-2016__m11__NH0_90__grid_1p0.grib,2016-11,2016,11,t2m,K,286.408712302803,236.91722106933594,305.747314453125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2016-2016__m12__NH0_90__grid_1p0.grib,2016-12,2016,12,t2m,K,283.6061410268812,229.37184143066406,305.543701171875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2017-2017__m01__NH0_90__grid_1p0.grib,2017-01,2017,1,t2m,K,282.56021426438235,227.9793701171875,305.6512451171875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2017-2017__m02__NH0_90__grid_1p0.grib,2017-02,2017,2,t2m,K,283.26305989499997,233.4169921875,306.4990234375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2017-2017__m03__NH0_90__grid_1p0.grib,2017-03,2017,3,t2m,K,285.3601398444338,232.83433532714844,308.0081787109375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2017-2017__m04__NH0_90__grid_1p0.grib,2017-04,2017,4,t2m,K,288.144388026931,238.91415405273438,309.0782165527344
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2017-2017__m05__NH0_90__grid_1p0.grib,2017-05,2017,5,t2m,K,291.0150637127222,252.62335205078125,310.95733642578125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2017-2017__m06__NH0_90__grid_1p0.grib,2017-06,2017,6,t2m,K,293.5651036647369,256.8037109375,313.1318359375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2017-2017__m07__NH0_90__grid_1p0.grib,2017-07,2017,7,t2m,K,294.92805786353847,257.900146484375,314.480224609375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2017-2017__m08__NH0_90__grid_1p0.grib,2017-08,2017,8,t2m,K,294.8452916556159,257.106201171875,313.836669921875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2017-2017__m09__NH0_90__grid_1p0.grib,2017-09,2017,9,t2m,K,293.04911195277487,251.7126922607422,310.41973876953125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2017-2017__m10__NH0_90__grid_1p0.grib,2017-10,2017,10,t2m,K,289.9877147519352,245.1105499267578,308.27850341796875
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2017-2017__m11__NH0_90__grid_1p0.grib,2017-11,2017,11,t2m,K,286.31987851566174,236.26681518554688,305.9230651855469
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2017-2017__m12__NH0_90__grid_1p0.grib,2017-12,2017,12,t2m,K,283.80539948046606,227.5244903564453,305.04205322265625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2018-2018__m01__NH0_90__grid_1p0.grib,2018-01,2018,1,t2m,K,282.3111731187764,229.03036499023438,305.3760681152344
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2018-2018__m02__NH0_90__grid_1p0.grib,2018-02,2018,2,t2m,K,283.05620908554806,230.2583770751953,306.34039306640625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2018-2018__m03__NH0_90__grid_1p0.grib,2018-03,2018,3,t2m,K,285.03777503155106,235.1629180908203,307.24884033203125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2018-2018__m04__NH0_90__grid_1p0.grib,2018-04,2018,4,t2m,K,287.907820599199,239.83349609375,308.42724609375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2018-2018__m05__NH0_90__grid_1p0.grib,2018-05,2018,5,t2m,K,290.99763078772185,249.13470458984375,310.59368896484375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2018-2018__m06__NH0_90__grid_1p0.grib,2018-06,2018,6,t2m,K,293.53684822121187,258.04833984375,313.34912109375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2018-2018__m07__NH0_90__grid_1p0.grib,2018-07,2018,7,t2m,K,294.8930366319916,260.747802734375,315.126708984375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2018-2018__m08__NH0_90__grid_1p0.grib,2018-08,2018,8,t2m,K,294.7000892762996,256.9248046875,312.0478515625
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2018-2018__m09__NH0_90__grid_1p0.grib,2018-09,2018,9,t2m,K,292.945337721047,248.76397705078125,309.93194580078125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2018-2018__m10__NH0_90__grid_1p0.grib,2018-10,2018,10,t2m,K,290.14003709999366,238.6003875732422,307.63946533203125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2018-2018__m11__NH0_90__grid_1p0.grib,2018-11,2018,11,t2m,K,286.18733521602695,239.59573364257812,305.6172180175781
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2018-2018__m12__NH0_90__grid_1p0.grib,2018-12,2018,12,t2m,K,283.51511812719303,229.97666931152344,304.1719970703125
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2019-2019__m01__NH0_90__grid_1p0.grib,2019-01,2019,1,t2m,K,282.25348436440885,227.23388671875,306.58349609375
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2019-2019__m02__NH0_90__grid_1p0.grib,2019-02,2019,2,t2m,K,282.8460196385299,230.24057006835938,307.6604919433594
t2m,cds__era5_sl_monthly__ERA5__reanalysis__t2m__surface__monthly__2019-2019__m03__NH0_90__grid_1p0.grib,2019-03,2019,3,t2m,K,285.3339251186178,231.36544799804688,307.7931823730469
